CPV_def;CPV_Descripcion;Tipo_de_contrato
44430000;Blindaje;Suministros
44431000;Cubrejuntas;Suministros
44440000;Cojinetes;Suministros
44441000;Microesferas;Suministros
44442000;Cojinetes de rodillos;Suministros
44450000;Acero dulce;Suministros
44451000;Cospeles;Suministros
44452000;Depósitos para monedas de máquinas o aparatos que funcionan con monedas;Suministros
44460000;Estemples y puntales de mina;Suministros
44461000;Estemples;Suministros
44461100;Estemples de mina;Suministros
44462000;Puntales de mina;Suministros
44464000;Orugas;Suministros
44470000;Productos de hierro fundido;Suministros
44480000;Equipos diversos contra incendios;Suministros
44481000;Escaleras de plataforma;Suministros
44481100;Escaleras contra incendios;Suministros
44482000;Dispositivos contra incendios;Suministros
44482100;Mangueras para incendios;Suministros
44482200;Bocas de incendio;Suministros
44500000;Herramientas, cerraduras, llaves, bisagras, elementos de sujeción, cadenas y muelles;Suministros
44510000;Herramientas;Suministros
44511000;Herramientas manuales;Suministros
44511100;Layas y palas;Suministros
44511110;Layas;Suministros
44511120;Palas;Suministros
44511200;Horcas de jardinería;Suministros
44511300;Azadas, picos, binaderas, rastrillos y rastrillos para playa;Suministros
44511310;Azadas;Suministros
44511320;Picos;Suministros
44511330;Binaderas;Suministros
44511340;Rastrillos;Suministros
44511341;Rastrillos para playa;Suministros
44511400;Hachas;Suministros
44511500;Sierras de mano;Suministros
44511510;Hojas para sierras de mano;Suministros
44512000;Herramientas manuales diversas;Suministros
44512100;Formones;Suministros
44512200;Alicates;Suministros
44512210;Alicates de engarzar;Suministros
44512300;Martillos;Suministros
44512400;Perrillos tensores de mano;Suministros
44512500;Llaves de tuercas;Suministros
44512600;Herramientas para trabajos viales;Suministros
44512610;Púas para estriar superficies de carreteras;Suministros
44512700;Limas o escofinas;Suministros
44512800;Destornilladores;Suministros
44512900;Brocas para taladros, cabezas para destornillador y demás accesorios;Suministros
44512910;Brocas para taladros;Suministros
44512920;Cabezas para destornillador;Suministros
44512930;Portaherramientas;Suministros
44512940;Estuches de herramientas;Suministros
44513000;Herramientas de pedal;Suministros
44514000;Mangos y piezas de herramientas;Suministros
44514100;Mangos de herramientas;Suministros
44514200;Piezas de herramientas;Suministros
44520000;Cerraduras, llaves y bisagras;Suministros
44521000;Cerraduras y candados diversos;Suministros
44521100;Cerraduras;Suministros
44521110;Cerraduras para puertas;Suministros
44521120;Cerraduras de seguridad electrónicas;Suministros
44521130;Cerraduras de alta seguridad;Suministros
44521140;Cerraduras para muebles;Suministros
44521200;Candados y cadenas;Suministros
44521210;Candados;Suministros
44522000;Cierres, partes de cerraduras y llaves;Suministros
44522100;Cierres;Suministros
44522200;Llaves;Suministros
44522300;Partes de candados;Suministros
44522400;Partes de cerraduras;Suministros
44523000;Bisagras, guarniciones y accesorios;Suministros
44523100;Bisagras;Suministros
44523200;Guarniciones;Suministros
44523300;Accesorios;Suministros
44530000;Elementos de sujeción;Suministros
44531000;Elementos roscados de sujeción;Suministros
44531100;Tornillos para madera;Suministros
44531200;Escarpias o armellas, roscadas;Suministros
44531300;Tornillos taladradores;Suministros
44531400;Pernos;Suministros
44531500;Juegos de uniones de bridas;Suministros
44531510;Pernos y tornillos;Suministros
44531520;Tirafondos y tornillos;Suministros
44531600;Tuercas;Suministros
44531700;Artículos con rosca de hierro o de acero;Suministros
44532000;Elementos de sujeción sin roscar;Suministros
44532100;Remaches;Suministros
44532200;Arandelas;Suministros
44532300;Pasadores de chaveta;Suministros
44532400;Bridas de acero;Suministros
44533000;Elementos de sujeción de cobre;Suministros
44540000;Cadenas;Suministros
44541000;Cadena articulada;Suministros
44542000;Partes de cadenas;Suministros
44550000;Muelles (resortes);Suministros
44600000;"Cisternas, depósitos y contenedores; radiadores y calderas de calefacción central";Suministros
44610000;Cisternas, depósitos, contenedores y recipientes a presión;Suministros
44611000;Cisternas;Suministros
44611100;Cilindros de aire;Suministros
44611110;Cilindros neumáticos;Suministros
44611200;Aparatos respiratorios;Suministros
44611400;Cisternas para almacenamiento;Suministros
44611410;Cisternas para almacenamiento de petróleo;Suministros
44611420;Cisternas para almacenamiento de lodos;Suministros
44611500;Cisternas para agua;Suministros
44611600;Depósitos;Suministros
44612000;Recipientes de gas licuado;Suministros
44612100;Bombonas de gas;Suministros
44612200;Depósitos de gas;Suministros
44613000;Grandes contenedores;Suministros
44613110;Silos;Suministros
44613200;Contenedores refrigerados;Suministros
44613210;Cisternas de agua;Suministros
44613300;Contenedores estandarizados para transporte;Suministros
44613400;Contenedores de almacenamiento;Suministros
44613500;Contenedores para agua;Suministros
44613600;Contenedores sobre ruedas;Suministros
44613700;Contenedores de basura;Suministros
44613800;Contenedores para residuos;Suministros
44614000;Barriles;Suministros
44614100;Recipientes de almacenamiento;Suministros
44614300;Sistema de almacenamiento en contenedores;Suministros
44614310;Apiladora mecánica;Suministros
44615000;Recipientes a presión;Suministros
44615100;Recipientes a presión de acero;Suministros
44616000;Bidones;Suministros
44616200;Bidones de residuos;Suministros
44617000;Cajas;Suministros
44617100;Cartones;Suministros
44617200;Compartimentos para contadores;Suministros
44617300;Cajas prefabricadas;Suministros
44618000;Recipientes ligeros, tapones, tapas, cubas y tapaderas;Suministros
44618100;Recipientes ligeros;Suministros
44618300;Tapones, tapones de rosca, tapas y tapaderas;Suministros
44618310;Tapones con opérculo de corcho;Suministros
44618320;Tapones de rosca;Suministros
44618330;Tapas para contenedores;Suministros
44618340;Tapaderas;Suministros
44618350;Cápsulas de plástico;Suministros
44618400;Latas;Suministros
44618420;Latas de conservas;Suministros
44618500;Cubas;Suministros
44619000;Otros recipientes;Suministros
44619100;Estuches;Suministros
44619200;Carretes para cables;Suministros
44619300;Jaulas;Suministros
44619400;Barriles de madera;Suministros
44619500;Cajas paleta;Suministros
44620000;Radiadores y calderas para calefacción central, y sus partes;Suministros
44621000;Radiadores y calderas;Suministros
44621100;Radiadores;Suministros
44621110;Radiadores para calefacción central;Suministros
44621111;Radiadores para calefacción central no eléctricos;Suministros
44621112;Partes de radiadores para calefacción central;Suministros
44621200;Calderas;Suministros
44621210;Calderas de agua;Suministros
44621220;Calderas para calefacción central;Suministros
44621221;Partes de calderas para calefacción central;Suministros
44622000;Sistemas de termorrecuperación;Suministros
44622100;Equipo termorrecuperador;Suministros
44800000;Pinturas, barnices y mástiques;Suministros
44810000;Pinturas;Suministros
44811000;Pintura para señalización de carreteras;Suministros
44812000;Pinturas para pintura artística;Suministros
44812100;Esmaltes y pinturas transparentes;Suministros
44812200;Pinturas al óleo y al agua;Suministros
44812210;Pinturas al óleo;Suministros
44812220;Pinturas al agua;Suministros
44812300;Pinturas para la enseñanza;Suministros
44812310;Juegos de colores;Suministros
44812320;Colores para pintura de letreros;Suministros
44812400;Artículos para decoración;Suministros
44820000;Barnices;Suministros
44830000;Mástiques, plastes de relleno, masillas y disolventes;Suministros
44831000;Mástiques, plastes de relleno y masilla;Suministros
44831100;Mástiques;Suministros
44831200;Plastes de relleno;Suministros
44831300;Masilla;Suministros
44831400;Lechada de cemento;Suministros
44832000;Disolventes;Suministros
44832100;Decapante para pintura;Suministros
44832200;Diluyentes;Suministros
44900000;Piedra para construcción, piedra caliza, yeso y pizarra;Suministros
44910000;Piedra para construcción;Suministros
44911000;Mármol y piedra calcárea de construcción;Suministros
44911100;Mármol;Suministros
44911200;Travertino;Suministros
44912000;Diversas piedras de construcción;Suministros
44912100;Granito;Suministros
44912200;Arenisca;Suministros
44912300;Basalto;Suministros
44912400;Piedras de bordillo;Suministros
44920000;Piedra caliza, yeso y creta;Suministros
44921000;Piedra caliza y yeso;Suministros
44921100;Yeso;Suministros
44921200;Cal;Suministros
44921210;Cal en polvo;Suministros
44921300;Piedra caliza;Suministros
44922000;Creta y dolomita;Suministros
44922100;Creta;Suministros
44922200;Dolomita;Suministros
44930000;Pizarra;Suministros
45000000;Trabajos de construcción;Obras
45100000;Trabajos de preparación del terreno;Obras
45110000;Trabajos de demolición de inmuebles y movimiento de tierras;Obras
45111000;Trabajos de demolición, explanación y limpieza del terreno;Obras
45111100;Trabajos de demolición;Obras
45111200;Trabajos de explanación y limpieza del terreno;Obras
45111210;Trabajos de voladura y consiguiente retirada de rocas;Obras
45111211;Trabajos de voladura;Obras
45111212;Trabajos de retirada de rocas;Obras
45111213;Trabajos de limpieza del terreno;Obras
45111214;Trabajos de evacuación de escombros de demolición;Obras
45111220;Trabajos de desbrozo;Obras
45111230;Trabajos de estabilización del terreno;Obras
45111240;Trabajos de drenaje del terreno;Obras
45111250;Trabajos de estudio del suelo;Obras
45111260;Trabajos de preparación del terreno para la minería;Obras
45111290;Trabajos primarios para servicios;Obras
45111291;Trabajos de ordenación del terreno;Obras
45111300;Trabajos de desmantelamiento;Obras
45111310;Trabajos de desmantelamiento para instalaciones militares;Obras
45111320;Trabajos de desmantelamiento para instalaciones de seguridad;Obras
45112000;Trabajos de excavación y movimiento de tierras;Obras
45112100;Trabajos de excavación de zanjas;Obras
45112200;Trabajos de desmonte de suelos;Obras
45112210;Trabajos de levantamiento de las capas superficiales;Obras
45112300;Trabajos de relleno y recuperación del suelo;Obras
45112310;Trabajos de relleno;Obras
45112320;Trabajos de recuperación del suelo;Obras
45112330;Trabajos de recuperación del terreno;Obras
45112340;Trabajos de descontaminación de suelos;Obras
45112350;Aprovechamiento de tierras estériles;Obras
45112360;Trabajos de rehabilitación del suelo;Obras
45112400;Trabajos de excavación;Obras
45112410;Trabajos de excavación de sepulturas;Obras
45112420;Trabajos de excavación del basamento;Obras
45112440;Terraplenado de laderas;Obras
45112441;Trabajos de terraplenado;Obras
45112450;Obras de excavación en yacimientos arqueológicos;Obras
45112500;Trabajos de movimiento de tierras;Obras
45112600;Corte y relleno;Obras
45112700;Trabajos de paisajismo;Obras
45112710;Trabajos de paisajismo en zonas verdes;Obras
45112711;Trabajos de paisajismo en parques;Obras
45112712;Trabajos de paisajismo en jardines;Obras
45112713;Paisajismo para jardines de terraza;Obras
45112714;Trabajos de paisajismo en cementerios;Obras
45112720;Trabajos de paisajismo en zonas deportivas y recreativas;Obras
45112721;Trabajos de paisajismo en campos de golf;Obras
45112722;Trabajos de paisajismo de campos de equitación;Obras
45112723;Trabajos de paisajismo en parques infantiles;Obras
45112730;Paisajismo en carreteras y autopistas;Obras
45112740;Obras de paisajismo en aeropuertos;Obras
45113000;Trabajos a pie de obra;Obras
45120000;Trabajos de perforación y sondeo;Obras
45121000;Trabajos de perforación;Obras
45122000;Trabajos de sondeo;Obras
45200000;Trabajos generales de construcción de inmuebles y obras de ingeniería civil;Obras
45210000;Trabajos de construcción de inmuebles;Obras
45211000;Trabajos de construcción de inmuebles de viviendas colectivas y unifamiliares;Obras
45211100;Trabajos de construcción para viviendas;Obras
45211200;Trabajos de construcción de viviendas tuteladas;Obras
45211300;Trabajos de construcción de viviendas;Obras
45211310;Trabajos de construcción de cuartos de baño;Obras
45211320;Trabajos de construcción de porches;Obras
45211340;Trabajos de construcción de inmuebles de viviendas colectivas;Obras
45211341;Trabajos de construcción de pisos;Obras
45211350;Trabajos de construcción de inmuebles multifuncionales;Obras
45211360;Trabajos de construcción de desarrollo urbano;Obras
45211370;Trabajos de construcción de saunas;Obras
45212000;Trabajos de construcción de edificios relacionados con el ocio, los deportes, la cultura y el alojamiento y restaurantes;Obras
45212100;Trabajos de construcción de instalaciones de ocio;Obras
45212110;Trabajos de construcción de centros de ocio;Obras
45212120;Trabajos de construcción de parques temáticos;Obras
45212130;Trabajos de construcción de parques de atracciones;Obras
45212140;Instalación de recreo;Obras
45212150;Trabajos de construcción de cines;Obras
45212160;Trabajos de construcción de casinos;Obras
45212170;Trabajos de construcción de edificios para actividades de recreo;Obras
45212171;Trabajos de construcción de centros de esparcimiento;Obras
45212172;Trabajos de construcción de centros de recreo;Obras
45212180;Trabajos de construcción de taquillas de billetes;Obras
45212190;Obras de protección contra el sol;Obras
45212200;Trabajos de construcción de instalaciones deportivas;Obras
45212210;Trabajos de construcción de instalaciones deportivas para la práctica de un solo deporte;Obras
45212211;Trabajos de construcción de pistas de patinaje;Obras
45212212;Trabajos de construcción de piscinas;Obras
45212213;Trabajos de marcado para instalaciones deportivas;Obras
45212220;Trabajos de construcción de instalaciones polideportivas;Obras
45212221;Trabajos de construcción de estructuras para campos de deportes;Obras
45212222;Trabajos de construcción de gimnasios;Obras
45212223;Trabajos de construcción de instalaciones para deportes de invierno;Obras
45212224;Trabajos de construcción de estadios;Obras
45212225;Trabajos de construcción de polideportivos;Obras
45212230;Instalación de vestuarios;Obras
45212290;Reparación y mantenimiento de instalaciones deportivas;Obras
45212300;Trabajos de construcción de edificios culturales y relacionados con el arte;Obras
45212310;Trabajos de construcción de edificios relacionados con exposiciones;Obras
45212311;Trabajos de construcción de galerías de arte;Obras
45212312;Trabajos de construcción de centros de exposiciones;Obras
45212313;Trabajos de construcción de museos;Obras
45212314;Trabajos de construcción de monumentos históricos o conmemorativos;Obras
45212320;Trabajos de construcción de edificios relacionados con actividades artísticas;Obras
45212321;Trabajos de construcción de auditorios;Obras
45212322;Trabajos de construcción de teatros;Obras
45212330;Trabajos de construcción de bibliotecas;Obras
45212331;Trabajos de construcción de bibliotecas multimedia;Obras
45212340;Trabajos de construcción de salas de conferencias;Obras
45212350;Edificios de interés histórico o arquitectónico;Obras
45212351;Trabajos de construcción de monumentos prehistóricos;Obras
45212352;Trabajos de construcción de monumentos industriales;Obras
45212353;Trabajos de construcción de palacios;Obras
45212354;Trabajos de construcción de castillos;Obras
45212360;Trabajos de construcción de edificios religiosos;Obras
45212361;Trabajos de construcción de iglesias;Obras
45212400;Edificios de alojamiento y de restauración;Obras
45212410;Trabajos de construcción de edificios de alojamiento;Obras
45212411;Trabajos de construcción de hoteles;Obras
45212412;Trabajos de construcción de albergues;Obras
45212413;Trabajos de construcción de alojamientos de corta duración;Obras
45212420;Trabajos de construcción de restaurantes y establecimientos similares;Obras
45212421;Trabajos de construcción de restaurantes;Obras
45212422;Trabajos de construcción de cantinas;Obras
45212423;Trabajos de construcción de cafeterías;Obras
45212500;Transformación de cocinas o restaurantes;Obras
45212600;Trabajos de construcción de pabellones;Obras
45213000;Trabajos de construcción de locales comerciales, almacenes y edificios industriales, edificios relacionados con el transporte;Obras
45213100;Trabajos de construcción de edificios comerciales;Obras
45213110;Trabajos de construcción de establecimientos comerciales;Obras
45213111;Trabajos de construcción de centros comerciales;Obras
45213112;Trabajos de construcción de comercios;Obras
45213120;Trabajos de construcción de oficinas de correos;Obras
45213130;Trabajos de construcción de bancos;Obras
45213140;Trabajos de construcción de mercados;Obras
45213141;Trabajos de construcción de mercados cubiertos;Obras
45213142;Trabajos de construcción de mercados al aire libre;Obras
45213150;Trabajos de construcción de edificios de oficinas;Obras
45213200;Trabajos de construcción de almacenes y edificios industriales;Obras
45213210;Instalaciones de depósitos frigoríficos;Obras
45213220;Trabajos de construcción de locales de almacenamiento;Obras
45213221;Trabajos de construcción de almacenes;Obras
45213230;Trabajos de construcción de mataderos;Obras
45213240;Trabajos de construcción de edificios agrícolas;Obras
45213241;Trabajos de construcción de graneros;Obras
45213242;Trabajos de construcción de establos;Obras
45213250;Trabajos de construcción de edificios industriales;Obras
45213251;Trabajos de construcción de locales industriales;Obras
45213252;Trabajos de construcción de talleres;Obras
45213260;Trabajos de construcción de depósitos;Obras
45213270;Trabajos de construcción de plantas de reciclado;Obras
45213280;Trabajos de construcción de instalaciones de compostaje;Obras
45213300;Edificios relacionados con el transporte;Obras
45213310;Trabajos de construcción de edificios relacionados con el transporte por carretera;Obras
45213311;Trabajos de construcción de estaciones de autobuses;Obras
45213312;Trabajos de construcción de edificios de estacionamiento de vehículos;Obras
45213313;Trabajos de construcción de edificios de áreas de servicio;Obras
45213314;Trabajos de construcción de cocheras de autobuses;Obras
45213315;Trabajos de construcción de marquesinas de paradas de autobús;Obras
45213316;Trabajos de instalación de pasarelas;Obras
45213320;Trabajos de construcción de edificios relacionados con el transporte ferroviario;Obras
45213321;Trabajos de construcción de estaciones de ferrocarril;Obras
45213322;Trabajos de construcción de edificios de terminales ferroviarias;Obras
45213330;Trabajos de construcción de edificios relacionados con el transporte aéreo;Obras
45213331;Trabajos de construcción de edificios de aeropuerto;Obras
45213332;Trabajos de construcción de torres de control de aeropuerto;Obras
45213333;Trabajos de instalación de mostradores de facturación de aeropuertos;Obras
45213340;Trabajos de construcción de edificios relacionados con el transporte por vías navegables;Obras
45213341;Trabajos de construcción de edificios de terminales de transbordadores;Obras
45213342;Trabajos de construcción de terminales Ro-Ro;Obras
45213350;Trabajos de construcción de edificios relacionados con diversos medios de transporte;Obras
45213351;Trabajos de construcción de hangares de mantenimiento;Obras
45213352;Trabajos de construcción de depósitos de servicio;Obras
45213353;Trabajos de instalación de pasarelas de embarque de pasajeros;Obras
45213400;Instalación de salas de personal;Obras
45214000;Trabajos de construcción de edificios relacionados con la enseñanza y la investigación;Obras
45214100;Trabajos de construcción de edificios para jardín de infancia;Obras
45214200;Trabajos de construcción de edificios escolares;Obras
45214210;Trabajos de construcción de centros de enseñanza primaria;Obras
45214220;Trabajos de construcción de centros de enseñanza secundaria;Obras
45214230;Trabajos de construcción de centros de enseñanzas especiales;Obras
45214300;Trabajos de construcción de centros de formación profesional y técnica;Obras
45214310;Trabajos de construcción de centros de formación profesional;Obras
45214320;Trabajos de construcción de centros de formación técnica;Obras
45214400;Trabajos de construcción de edificios universitarios;Obras
45214410;Trabajos de construcción de escuelas politécnicas superiores;Obras
45214420;Trabajos de construcción de aulas de conferencias;Obras
45214430;Trabajos de construcción de laboratorios de idiomas;Obras
45214500;Trabajos de construcción de edificios de enseñanza postescolar;Obras
45214600;Trabajos de construcción de edificios de investigaciones;Obras
45214610;Trabajos de construcción de edificios de laboratorio;Obras
45214620;Trabajos de construcción de instalaciones para investigación y ensayos;Obras
45214630;Instalaciones científicas;Obras
45214631;Trabajos de instalación de salas blancas;Obras
45214640;Trabajos de construcción de estaciones meteorológicas;Obras
45214700;Trabajos de construcción de colegios mayores;Obras
45214710;Trabajos de construcción de vestíbulos;Obras
45214800;Edificio con instalaciones para formación;Obras
45215000;Trabajos de construcción de edificios relacionados con la salud y los servicios sociales, de crematorios y aseos públicos;Obras
45215100;Trabajos de construcción de edificios relacionados con la salud;Obras
45215110;Trabajos de construcción de balnearios;Obras
45215120;Trabajos de construcción de edificios de medicina especializada;Obras
45215130;Trabajos de construcción de clínicas;Obras
45215140;Trabajos de construcción de establecimientos hospitalarios;Obras
45215141;Trabajos de construcción de quirófanos;Obras
45215142;Trabajos de construcción de unidades de cuidados intensivos;Obras
45215143;Trabajos de construcción de salas de detección y diagnóstico;Obras
45215144;Trabajos de construcción de salas de detección de enfermedades;Obras
45215145;Trabajos de construcción de salas de fluoroscopia;Obras
45215146;Trabajos de construcción de salas de patología;Obras
45215147;Trabajos de construcción de salas de medicina legal;Obras
45215148;Trabajos de construcción de salas de catéteres;Obras
45215200;Trabajos de construcción de edificios para servicios sociales;Obras
45215210;Trabajos de construcción de centros de acogida;Obras
45215212;Trabajos de construcción de residencias de ancianos;Obras
45215213;Trabajos de construcción de casas de reposo;Obras
45215214;Trabajos de construcción de hogares residenciales;Obras
45215215;Trabajos de construcción de centros de acogida infantil;Obras
45215220;Trabajos de construcción de edificios para instituciones sociales, excepto centros de acogida;Obras
45215221;Trabajos de construcción de centros de día;Obras
45215222;Trabajos de construcción de centros cívicos;Obras
45215300;Construcción de crematorio;Obras
45215400;Cementerio;Obras
45215500;Aseos públicos;Obras
45216000;Trabajos de construcción de edificios relacionados con los servicios de orden público o con los servicios de emergencia y de edificios militares;Obras
45216100;Trabajos de construcción de edificios relacionados con los servicios de orden público o servicios de emergencia;Obras
45216110;Trabajos de construcción de edificios relacionados con los servicios de orden público;Obras
45216111;Trabajos de construcción de comisarías de policía;Obras
45216112;Trabajos de construcción de tribunales;Obras
45216113;Trabajos de construcción de establecimientos penitenciarios;Obras
45216114;Edificios destinados al Parlamento y a asambleas públicas;Obras
45216120;Trabajos de construcción de edificios relacionados con los servicios de emergencia;Obras
45216121;Trabajos de construcción de cuarteles de bomberos;Obras
45216122;Trabajos de construcción de puestos de ambulancia;Obras
45216123;Trabajos de construcción de edificios de rescate en montaña;Obras
45216124;Trabajos de construcción de puestos de botes salvavidas;Obras
45216125;Trabajos de construcción de edificios para servicios de emergencia;Obras
45216126;Trabajos de construcción de puestos de guardacostas;Obras
45216127;Trabajos de construcción de estaciones de salvamento;Obras
45216128;Trabajos de construcción de faros;Obras
45216129;Refugios de protección;Obras
45216200;Trabajos de construcción de edificios e instalaciones militares;Obras
45216220;Trabajos de construcción de búnkeres militares;Obras
45216230;Trabajos de construcción de refugios militares;Obras
45216250;Trabajos de construcción de trincheras defensivas;Obras
45217000;Trabajos de construcción de edificios inflables;Obras
45220000;Obras de ingeniería y trabajos de construcción;Obras
45221000;Trabajos de construcción de puentes y túneles, pozos y pasos subterráneos;Obras
45221100;Trabajos de construcción para puentes;Obras
45221110;Trabajos de construcción de puentes;Obras
45221111;Trabajos de construcción de puentes de carretera;Obras
45221112;Trabajos de construcción de puentes de ferrocarril;Obras
45221113;Trabajos de construcción de pasarelas;Obras
45221114;Obras de construcción de puentes de hierro;Obras
45221115;Obras de construcción de puentes de acero;Obras
45221117;Trabajos de construcción de básculas puente;Obras
45221118;Trabajos de construcción de puentes para conducciones;Obras
45221119;Trabajos de renovación de puentes;Obras
45221120;Trabajos de construcción de viaductos;Obras
45221121;Trabajos de construcción de viaductos de carretera;Obras
45221122;Trabajos de construcción de viaductos de ferrocarril;Obras
45221200;Trabajos de construcción de túneles, pozos y pasos subterráneos;Obras
45221210;Excavaciones cubiertas o parcialmente cubiertas;Obras
45221211;Paso inferior;Obras
45221213;Excavaciones cubiertas o parcialmente cubiertas de ferrocarril;Obras
45221214;Excavaciones cubiertas o parcialmente cubiertas de carretera;Obras
45221220;Alcantarillas;Obras
45221230;Pozos de inspección;Obras
45221240;Trabajos de construcción de túneles;Obras
45221241;Trabajos de construcción de túneles de carretera;Obras
45221242;Trabajos de construcción de túneles de ferrocarril;Obras
45221243;Trabajos de construcción de túneles peatonales;Obras
45221244;Trabajos de construcción de túneles de canal;Obras
45221245;Trabajos de construcción de túneles subfluviales;Obras
45221246;Trabajos de construcción de túneles submarinos;Obras
45221247;Trabajos de tunelización;Obras
45221248;Trabajos de construcción de revestimientos para túneles;Obras
45221250;Trabajos subterráneos distintos de los túneles, pozos y pasos subterráneos;Obras
45222000;Trabajos de construcción de obras de ingeniería, excepto puentes, túneles, pozos y pasos subterráneos;Obras
45222100;Trabajos de construcción de plantas de tratamiento de residuos;Obras
45222110;Trabajos de construcción de vertederos de residuos;Obras
45222200;Trabajos de ingeniería para instalaciones militares;Obras
45222300;Trabajos de ingeniería para instalaciones de seguridad;Obras
45223000;Trabajos de construcción de estructuras;Obras
45223100;Montaje de estructuras metálicas;Obras
45223110;Instalación de estructuras metálicas;Obras
45223200;Obras de estructura;Obras
45223210;Obras de estructura de acero;Obras
45223220;Trabajos de obra bruta;Obras
45223300;Trabajos de construcción de estacionamientos;Obras
45223310;Trabajos de construcción de estacionamientos subterráneos;Obras
45223320;Trabajos de construcción de estacionamientos disuasorios;Obras
45223400;Trabajos de construcción de estaciones de radar;Obras
45223500;Estructuras de hormigón armado;Obras
45223600;Trabajos de construcción de perreras;Obras
45223700;Trabajos de construcción de áreas de servicio;Obras
45223710;Trabajos de construcción de áreas de servicio de autopista;Obras
45223720;Trabajos de construcción de gasolineras;Obras
45223800;Montaje e instalación de estructuras prefabricadas;Obras
45223810;Construcciones prefabricadas;Obras
45223820;Elementos prefabricados y sus componentes;Obras
45223821;Unidades prefabricadas;Obras
45223822;Elementos prefabricados;Obras
45230000;"Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica, de autopistas, carreteras, aeródromos y vías férreas; trabajos de explanación";Obras
45231000;Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica;Obras
45231100;Trabajos generales de construcción de tuberías;Obras
45231110;Trabajos de construcción de tendidos de tuberías;Obras
45231111;Elevación y reinstalación de tuberías;Obras
45231112;Instalación de sistema de tuberías;Obras
45231113;Trabajos de reinstalación de tuberías;Obras
45231200;Trabajos de construcción de oleoductos y gasoductos;Obras
45231210;Construcción de oleoducto;Obras
45231220;Construcción de gasoducto;Obras
45231221;Trabajos de construcción de redes de suministro de gas;Obras
45231222;Trabajos en gasómetros;Obras
45231223;Obras auxiliares de distribución de gas;Obras
45231300;Trabajos de construcción de tuberías para agua y aguas residuales;Obras
45231400;Trabajos de construcción de líneas de conducción eléctrica;Obras
45231500;Trabajos en conducciones de aire comprimido;Obras
45231510;Trabajos en circuitos neumáticos de distribución postal;Obras
45231600;Trabajos de construcción de líneas de comunicación;Obras
45232000;Obras auxiliares para tuberías y cables;Obras
45232100;Obras auxiliares para tuberías de agua;Obras
45232120;Trabajos de regadío;Obras
45232121;Trabajos de construcción de canalizaciones de riego;Obras
45232130;Trabajos de construcción de canalizaciones de aguas pluviales;Obras
45232140;Trabajos de construcción de redes de calefacción urbana;Obras
45232141;Trabajos relacionados con la calefacción;Obras
45232142;Trabajos de construcción de estaciones de termotransferencia;Obras
45232150;Trabajos relacionados con tuberías de distribución de agua;Obras
45232151;Trabajos de construcción de reacondicionamiento de canalizaciones de agua;Obras
45232152;Trabajos de construcción de estaciones de bombeo;Obras
45232153;Construcción de torre de agua;Obras
45232154;Trabajos de construcción de cisternas elevadas de agua potable;Obras
45232200;Obras auxiliares para líneas de conducción eléctrica;Obras
45232210;Construcción de línea aérea;Obras
45232220;Trabajos de construcción de subestaciones;Obras
45232221;Subestación transformadora;Obras
45232300;Trabajos de construcción y obras auxiliares de líneas telefónicas y de comunicación;Obras
45232310;Trabajos de construcción de líneas telefónicas;Obras
45232311;Líneas telefónicas de socorro en carretera;Obras
45232320;Líneas de radiodifusión por cable;Obras
45232330;Montaje de antenas;Obras
45232331;Obras auxiliares para radiodifusión;Obras
45232332;Obras auxiliares para telecomunicaciones;Obras
45232340;Trabajos de construcción de estaciones de base de telefonía móvil;Obras
45232400;Obras de alcantarillado;Obras
45232410;Obras de saneamiento;Obras
45232411;Trabajos de construcción de canalizaciones de aguas sucias;Obras
45232420;Construcción de planta depuradora de aguas residuales;Obras
45232421;Planta de tratamiento de aguas residuales;Obras
45232422;Planta de tratamiento de lodos;Obras
45232423;Trabajos de construcción de centrales de bombeo de aguas residuales;Obras
45232424;Trabajos de construcción de descarga de aguas residuales;Obras
45232430;Obras para el tratamiento de agua;Obras
45232431;Estación de bombeo de aguas residuales;Obras
45232440;Trabajos de construcción de tuberías para aguas residuales;Obras
45232450;Trabajos de construcción de sistemas de desagüe;Obras
45232451;Trabajos de drenaje y de superficie;Obras
45232452;Trabajos de desagüe;Obras
45232453;Trabajos de construcción de desagües;Obras
45232454;Trabajos de construcción de depósitos de aguas pluviales;Obras
45232460;Trabajos sanitarios;Obras
45232470;Centro de transferencia de residuos;Obras
45233000;Trabajos de construcción, cimentación y pavimentación de autopistas y carreteras;Obras
45233100;Trabajos de construcción de autopistas y carreteras;Obras
45233110;Obras de construcción de autopistas;Obras
45233120;Trabajos de construcción de carreteras;Obras
45233121;Trabajos de construcción de carreteras de gran circulación;Obras
45233122;Trabajos de construcción de carreteras de circunvalación;Obras
45233123;Trabajos de construcción de carreteras secundarias;Obras
45233124;Trabajos de construcción de carreteras principales;Obras
45233125;Trabajos de construcción de intersecciones de carreteras;Obras
45233126;Trabajos de construcción de intersecciones a desnivel;Obras
45233127;Trabajos de construcción de intersecciones en T;Obras
45233128;Trabajos de construcción de rotondas;Obras
45233129;Trabajos de construcción de cruces de carreteras;Obras
45233130;Trabajos de construcción de autopistas;Obras
45233131;Trabajos de construcción de carreteras elevadas;Obras
