CPV_def;CPV_Descripcion;Tipo_de_contrato
45233139;Mantenimiento de autopistas;Obras
45233140;Obras viales;Obras
45233141;Trabajos de mantenimiento de carreteras;Obras
45233142;Trabajos de reparación de carreteras;Obras
45233144;Trabajos de construcción de pasos elevados;Obras
45233150;Trabajos destinados a la restricción del tráfico;Obras
45233160;Caminos y otras superficies empedradas;Obras
45233161;Trabajos de construcción de caminos peatonales;Obras
45233162;Trabajos de construcción de pistas para bicicletas;Obras
45233200;Trabajos diversos de pavimentación;Obras
45233210;Trabajos de pavimentación de autopistas;Obras
45233220;Trabajos de pavimentación de carreteras;Obras
45233221;Trabajos de pintura de la superficie de la calzada;Obras
45233222;Trabajos de pavimentación y asfaltado;Obras
45233223;Trabajos de repavimentación de calzadas;Obras
45233224;Trabajos de construcción de carreteras de calzada doble;Obras
45233225;Trabajos de construcción de carreteras de calzada única;Obras
45233226;Trabajos de construcción de vías de acceso;Obras
45233227;Trabajos de construcción de ramales de enlace;Obras
45233228;Trabajos de construcción de recubrimientos de superficies;Obras
45233229;Mantenimiento de arcenes;Obras
45233250;Trabajos de pavimentación, excepto carreteras;Obras
45233251;Trabajos de repavimentación;Obras
45233252;Trabajos de pavimentación de calles;Obras
45233253;Trabajos de pavimentación de caminos peatonales;Obras
45233260;Trabajos de construcción de vías peatonales;Obras
45233261;Trabajos de construcción de pasos elevados de peatones;Obras
45233262;Trabajos de construcción de zonas peatonales;Obras
45233270;Trabajos de pintura de superficies de aparcamiento;Obras
45233280;Instalación de barreras viarias;Obras
45233290;Instalación de señales de tráfico;Obras
45233291;Instalación de bolardos;Obras
45233292;Instalación de equipo de seguridad;Obras
45233293;Instalación de mobiliario urbano;Obras
45233294;Instalación de señalización viaria;Obras
45233300;Trabajos de cimentación de autopistas, carreteras, calles y caminos peatonales;Obras
45233310;Trabajos de cimentación de autopistas;Obras
45233320;Trabajos de cimentación de carreteras;Obras
45233330;Trabajos de cimentación de calles;Obras
45233340;Trabajos de cimentación de aceras;Obras
45234000;Trabajos de construcción de vías férreas y sistemas de transporte por cable;Obras
45234100;Trabajos de construcción ferroviaria;Obras
45234110;Obras en vías férreas interurbanas;Obras
45234111;Trabajos de construcción de ferrocarriles urbanos;Obras
45234112;Trabajos de construcción de depósitos ferroviarios;Obras
45234113;Demolición de vías;Obras
45234114;Trabajos de construcción de terraplenes ferroviarios;Obras
45234115;Trabajos de señalización ferroviaria;Obras
45234116;Trabajos de construcción de vías férreas;Obras
45234120;Obras en vías férreas urbanas;Obras
45234121;Obras tranviarias;Obras
45234122;Obras en la red de ferrocarriles subterráneos;Obras
45234123;Obras en la red de ferrocarriles parcialmente subterráneos;Obras
45234124;Transporte de pasajeros por ferrocarril subterráneo;Obras
45234125;Estación de ferrocarril subterráneo;Obras
45234126;Trabajos de construcción de línea tranviaria;Obras
45234127;Trabajos de construcción de depósitos de tranvías;Obras
45234128;Trabajos de construcción de plataformas de tranvías;Obras
45234129;Trabajos de construcción de vías férreas urbanas;Obras
45234130;Trabajos de construcción de balastado;Obras
45234140;Trabajos de construcción de pasos a nivel;Obras
45234160;Trabajos de construcción de catenarias;Obras
45234170;Trabajos de construcción de subestaciones ferroviarias;Obras
45234180;Trabajos de construcción para talleres ferroviarios;Obras
45234181;Trabajos de construcción para cabinas de seccionamiento de vías férreas;Obras
45234200;Sistemas de transporte por cable;Obras
45234210;Sistemas de transporte por cable con cabinas;Obras
45234220;Construcción de telesquí;Obras
45234230;Construcción de telesilla;Obras
45234240;Ferrocarril funicular;Obras
45234250;Trabajos de construcción de teleféricos;Obras
45235000;Trabajos de construcción de aeródromos, pistas de despegue y aterrizaje y superficies de maniobra;Obras
45235100;Trabajos de construcción de aeropuertos;Obras
45235110;Trabajos de construcción de aeródromos;Obras
45235111;Trabajos de construcción de pavimentos de aeródromos;Obras
45235200;Obras de construcción de pistas de despegue y aterrizaje;Obras
45235210;Repavimentación de pistas;Obras
45235300;Trabajos de construcción de superficies de maniobra de aeronaves;Obras
45235310;Trabajos de construcción de pistas de rodaje;Obras
45235311;Trabajos de construcción de pavimentos de pistas de rodaje;Obras
45235320;Trabajos de construcción de zonas de estacionamiento de aeronaves;Obras
45236000;Trabajos de explanación;Obras
45236100;Trabajos de explanación para diversas instalaciones deportivas;Obras
45236110;Trabajos de explanación para campos de deporte;Obras
45236111;Trabajos de explanación para campo de golf;Obras
45236112;Trabajos de explanación para pista de tenis;Obras
45236113;Trabajos de explanación para hipódromo;Obras
45236114;Trabajos de explanación para pista de pruebas deportivas;Obras
45236119;Trabajos de reparación de campos de deporte;Obras
45236200;Trabajos de explanación para instalaciones recreativas;Obras
45236210;Trabajos de explanación de áreas de juego para niños;Obras
45236220;Trabajos de explanación de parque zoológico;Obras
45236230;Trabajos de explanación de jardines;Obras
45236250;Trabajos de explanación de parques;Obras
45236290;Trabajos de reparación de zonas recreativas;Obras
45236300;Trabajos de explanación de cementerios;Obras
45237000;Trabajos de construcción de escenarios;Obras
45240000;Trabajos de construcción para proyectos hidráulicos;Obras
45241000;Trabajos de construcción de instalaciones portuarias;Obras
45241100;Trabajos de construcción de muelles;Obras
45241200;"Trabajos de construcción ""in situ"" de terminales de alta mar";Obras
45241300;Trabajos de construcción de muelles (carga y descarga);Obras
45241400;Trabajos de construcción de diques;Obras
45241500;Trabajos de construcción de embarcaderos;Obras
45241600;Instalación de equipo de iluminación portuaria;Obras
45242000;Trabajos de construcción de instalaciones de ocio ribereñas;Obras
45242100;Trabajos de construcción de instalaciones para deportes acuáticos;Obras
45242110;Trabajos de construcción de gradas de lanzamiento;Obras
45242200;Trabajos de construcción de puertos deportivos;Obras
45242210;Trabajos de construcción de puertos para yates;Obras
45243000;Obras de defensa costera;Obras
45243100;Obras de protección de acantilados;Obras
45243110;Trabajos de estabilización de acantilados;Obras
45243200;Trabajos de construcción de rompeolas;Obras
45243300;Trabajos de construcción de malecones;Obras
45243400;Obras de consolidación de playas;Obras
45243500;Trabajos de construcción de defensas marítimas;Obras
45243510;Obras de terraplenado;Obras
45243600;Trabajos de construcción de muros de muelles;Obras
45244000;Obras marítimas;Obras
45244100;Instalaciones marítimas;Obras
45244200;Espigones;Obras
45245000;Trabajos de dragado y de bombeo para plantas depuradoras de agua;Obras
45246000;Trabajos de regulación y control del caudal fluvial;Obras
45246100;Construcción de muros de encauzamiento;Obras
45246200;Trabajos de protección de riberas fluviales;Obras
45246400;Obras de protección contra inundaciones;Obras
45246410;Mantenimiento de defensas contra crecidas;Obras
45246500;Trabajos de construcción de paseos marítimos;Obras
45246510;Trabajos de construcción de pasarelas de madera;Obras
45247000;Trabajos de construcción de represas, canales, acequias y acueductos;Obras
45247100;Trabajos de construcción de vías acuáticas;Obras
45247110;Construcción de canales;Obras
45247111;Trabajos de construcción de acequias;Obras
45247112;Trabajos de construcción de canales de desagüe;Obras
45247120;Vías acuáticas, excepto canales;Obras
45247130;Trabajos de construcción de acueductos;Obras
45247200;Trabajos de construcción de presas y estructuras fijas similares;Obras
45247210;Trabajos de construcción de presas;Obras
45247211;Trabajos de construcción de muros de presa;Obras
45247212;Trabajos de refuerzo de presas;Obras
45247220;Trabajos de construcción de vertederos;Obras
45247230;Trabajos de construcción de escolleras;Obras
45247240;Trabajos de construcción de presas fijas;Obras
45247270;Trabajos de construcción de embalses;Obras
45248000;Trabajos de construcción de estructuras hidromecánicas;Obras
45248100;Trabajos de construcción de esclusas de canal;Obras
45248200;Trabajos de construcción de diques secos;Obras
45248300;Construcción de diques flotantes;Obras
45248400;Trabajos de construcción de pasarelas de embarque;Obras
45248500;Trabajos de construcción de presas móviles;Obras
45250000;Trabajos de construcción de plantas, de instalaciones para la minería y la industria y de edificios relacionados con la industria del gas y del petróleo;Obras
45251000;Trabajos de construcción de centrales eléctricas y plantas de calefacción;Obras
45251100;Trabajos de construcción de centrales eléctricas;Obras
45251110;Trabajos de construcción de centrales nucleares;Obras
45251111;Construcción de reactor nuclear;Obras
45251120;Trabajos de construcción de centrales hidroeléctricas;Obras
45251140;Trabajos de construcción de centrales térmicas;Obras
45251141;Trabajos de construcción de centrales geotérmicas;Obras
45251142;Trabajos de construcción de centrales eléctricas alimentadas con leña;Obras
45251143;Trabajos de construcción de plantas generadoras de aire comprimido;Obras
45251150;Construción de torre de refrigeración;Obras
45251160;Trabajos relacionados con instalaciones eólicas;Obras
45251200;Trabajos de construcción de plantas de calefacción;Obras
45251220;Trabajos de construcción de centrales de cogeneración;Obras
45251230;Trabajos de construcción de centrales generadoras de vapor;Obras
45251240;Trabajos de construcción de plantas generadoras de electricidad alimentadas con gas de vertedero;Obras
45251250;Trabajos de construcción de plantas de calefacción urbana;Obras
45252000;Trabajos de construcción de plantas de tratamiento de aguas residuales, plantas depuradoras y plantas de incineración de desperdicios;Obras
45252100;Trabajos de construcción de plantas depuradoras de aguas residuales;Obras
45252110;Trabajos de construcción de estaciones móviles;Obras
45252120;Trabajos de construcción de plantas de tratamiento de aguas;Obras
45252121;Instalaciones de sedimentación;Obras
45252122;Digestores de aguas residuales;Obras
45252123;Instalaciones de cribado;Obras
45252124;Trabajos de dragado y de bombeo;Obras
45252125;Trabajos de descarga de rocas;Obras
45252126;Trabajos de construcción de plantas de tratamiento de agua potable;Obras
45252127;Trabajos de construcción de plantas de tratamiento de aguas residuales;Obras
45252130;Equipo de planta depuradora de aguas residuales;Obras
45252140;Trabajos de construcción de plantas de deshidratación de lodos;Obras
45252150;Trabajos de construcción de plantas de manipulación de carbón;Obras
45252200;Equipo de planta depuradora;Obras
45252210;Trabajos de construcción de plantas de depuración de agua;Obras
45252300;Trabajos de construcción de plantas de incineración de residuos;Obras
45253000;Trabajos de construcción de plantas de tratamiento químico;Obras
45253100;Trabajos de construcción de plantas de desmineralización;Obras
45253200;Trabajos de construcción de plantas de desulfuración;Obras
45253300;Trabajos de construcción de instalaciones de destilación o de rectificación;Obras
45253310;Trabajos de construcción de instalaciones de destilación de agua;Obras
